# realization for tiny_gph
param xbar :=
 1 1  -41.664968864829255
 1 2  15.21009477588954
 1 3  4.895843094321191
 2 1  -41.96818901062263
 2 2  15.200131430395944
 2 3  3.7862849876094216
 3 1  -42.02031286298166
 3 2  14.22101423687585
 3 3  6.062313098517733
 4 1  -42.56890553986721
 4 2  13.104618705973946
 4 3  5.980571733631782
 5 1  -43.53152311591071
 5 2  13.137868455415871
 5 3  7.202454782234155
 6 1  -44.51517228130262
 6 2  14.184089475187161
 6 3  7.048290835423177
 7 1  -43.792277832880515
 7 2  15.370332885681147
 7 3  6.300279259412694
 8 1  -43.13467738695556
 8 2  12.330069100147046
 8 3  4.882514234987336
 9 1  -43.236950357483515
 9 2  12.929061286834145
 9 3  4.020758156785582
 10 1  -44.06738828954521
 10 2  12.177503424776962
 10 3  7.306583306003872
 11 1  -44.41365643090545
 11 2  15.889078704871892
 11 3  5.5913553558821745
 12 1  -45.316289170537985
 12 2  13.88960349961059
 12 3  6.4825402160812695
 13 1  -42.93630001732472
 13 2  13.395111267316093
 13 3  8.120584531494647
 14 1  -43.401797688828765
 14 2  15.977385742520491
 14 3  7.273404999231137
 15 1  -44.98319486611322
 15 2  14.573826286193063
 15 3  7.833765157045171
 16 1  -42.182338225321054
 16 2  13.172944405012329
 16 3  5.76746953604527
 17 1  -43.4261609485197
 17 2  11.175733266509816
 17 3  4.772918331653652
 18 1  -44.22340479866306
 18 2  10.424133146848938
 18 3  3.689932394662797
 19 1  -45.74472141101686
 19 2  10.83075603630563
 19 3  3.6093505986511563
 20 1  -46.577256472199
 20 2  9.765715325089923
 20 3  4.039804128943324
 21 1  -43.90986359903142
 21 2  11.0096194468193
 21 3  2.2168474834708216
 22 1  -43.60419865819976
 22 2  11.811106359673515
 22 3  1.742694515804741
 23 1  -45.983524403007955
 23 2  11.664055803557657
 23 3  4.220059888844274
 24 1  -46.03777430395673
 24 2  11.226937818158019
 24 3  2.6210012710887947
 25 1  -43.305817638941384
 25 2  10.848740578595525
 25 3  5.454193573941579
 26 1  -44.272408054426386
 26 2  9.52570405548646
 26 3  3.937125031383119
 27 1  -47.510521438631365
 27 2  10.065943253479077
 27 3  4.103738727161796
 28 1  0.0
 28 2  0.0
 28 3  0.0
 29 1  -41.640843917412056
 29 2  14.83369917857843
 29 3  1.8524567989863012
 30 1  -45.66922316496518
 30 2  15.025568959929162
 30 3  4.373408848449482
 31 1  -45.87783642526968
 31 2  16.036204610954776
 31 3  2.5238433037032126
 32 1  -45.3100083256166
 32 2  16.148185996995196
 32 3  3.90236705411558
 33 1  -46.72685703131609
 33 2  14.973647236248762
 33 3  2.6516749727099866
 34 1  -46.15777426435631
 34 2  14.084662514780618
 34 3  3.6835936079945446
 35 1  -45.99301273353991
 35 2  16.874117714510565
 35 3  1.8357717794488393
 36 1  -47.545534644253756
 36 2  14.682259903028328
 36 3  1.9134285467996917
 37 1  -44.364820624997144
 37 2  16.778171016968372
 37 3  3.958138404859627
 38 1  -47.065871723790046
 38 2  13.704760956133034
 38 3  4.524004648297835
;
